Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
709284333,60,M,0,Graduate,Unknown,FL,91750,No,no,no,Telephone,Selfemployeed,65886.0,2.0
709285683,39,M,1,Unknown,Married,CA,91750,No,no,no,Cellular,Selfemployeed,65886.0,2.0
709288383,36,F,1,Graduate,Single,FL,91750,No,yes,no,Cellular,Selfemployeed,25883.0,1.0
709289358,46,F,2,Graduate,Single,FL,91750,No,yes,no,Cellular,Selfemployeed,35606.0,3.0
709296558,44,M,3,Post-Graduate,Single,CA,91750,Yes,yes,no,Cellular,Retirees,98582.0,2.0
709297608,50,F,1,Doctorate,Married,FL,91750,Yes,no,no,Unknown,Selfemployeed,14975.0,3.0
709300458,52,F,3,Doctorate,Married,NY,91750,Yes,no,no,Unknown,Selfemployeed,48447.0,3.0
709306983,38,M,3,Graduate,Married,NJ,91750,Yes,no,no,Cellular,Selfemployeed,28724.0,2.0
709307808,33,F,2,Graduate,Married,CA,91750,Yes,yes,no,Cellular,Govt,28724.0,3.0
709309308,34,F,2,Graduate,Single,CA,91750,Yes,yes,yes,Cellular,Selfemployeed,10072.0,3.0
709310433,61,M,0,Graduate,Married,CA,91750,Yes,no,no,Cellular,Retirees,10072.0,1.0
709311633,48,M,3,Graduate,Married,TX,91750,Yes,yes,yes,Cellular,Retirees,10072.0,1.0
709314408,59,M,1,Graduate,Married,NY,91750,Yes,no,no,Cellular,Govt,132948.0,2.0
709315383,38,M,3,High School,Married,TX,91750,Yes,yes,no,Cellular,Govt,132948.0,3.0
709316433,62,F,0,High School,Married,NY,91750,No,no,yes,Cellular,Selfemployeed,106278.0,2.0
709319658,49,M,5,High School,Married,CA,91750,Yes,no,no,Telephone,Selfemployeed,106278.0,3.0
709321908,48,F,2,Graduate,Married,TX,91750,Yes,no,no,Cellular,Selfemployeed,14975.0,1.0
709326183,49,F,5,Uneducated,Married,NY,91750,Yes,yes,no,Unknown,Selfemployeed,10008.0,1.0
709327383,30,M,2,Graduate,Married,TX,91750,Yes,yes,no,Unknown,Selfemployeed,10008.0,1.0
709328733,54,F,3,High School,Married,CA,91750,Yes,no,no,Cellular,Selfemployeed,10764.0,1.0
709329558,37,M,2,High School,Single,NY,91750,Yes,yes,no,Cellular,Selfemployeed,68895.0,3.0
709330383,65,F,0,Unknown,Single,TX,91750,Yes,yes,no,Cellular,Selfemployeed,35984.0,3.0
709332408,43,M,3,Graduate,Single,FL,91750,No,yes,no,Cellular,Selfemployeed,132609.0,3.0
709333608,41,M,3,Uneducated,Married,NJ,91750,No,no,no,Cellular,Selfemployeed,88654.0,2.0
709334658,61,F,0,High School,Married,TX,91750,No,no,no,Cellular,Selfemployeed,20360.0,1.0
709335558,59,F,0,Unknown,Married,TX,91750,No,yes,no,Cellular,Govt,36712.0,3.0
709338633,46,F,1,Uneducated,Unknown,NY,91750,No,yes,no,Unknown,Selfemployeed,14975.0,1.0
709339758,40,F,4,High School,Married,TX,91750,No,yes,no,Unknown,Selfemployeed,42026.0,3.0
709343433,43,F,3,Graduate,Married,FL,91750,Yes,no,no,Cellular,Selfemployeed,43336.0,1.0
709345008,52,F,1,Graduate,Married,TX,91750,Yes,no,no,Cellular,Selfemployeed,74991.0,1.0
709346133,48,F,2,Graduate,Married,CA,91750,No,no,yes,Unknown,Selfemployeed,74991.0,2.0
709350783,53,M,2,Graduate,Married,CA,91750,No,no,no,Unknown,Selfemployeed,74991.0,2.0
709361058,45,F,2,Graduate,Single,FL,91750,No,no,no,Unknown,Selfemployeed,24276.0,2.0
709362033,58,F,0,Graduate,Single,NV,91750,No,no,no,Cellular,Selfemployeed,24276.0,2.0
709363383,39,F,1,Graduate,Single,CA,91750,No,no,yes,Cellular,Retirees,31220.0,1.0
709364433,47,F,4,Graduate,Single,CA,91750,No,no,no,Cellular,Selfemployeed,14975.0,2.0
709365483,35,M,2,High School,Married,WA,91750,No,yes,no,Cellular,Retirees,62584.0,2.0
709366458,43,F,4,High School,Married,NJ,91750,No,no,no,Unknown,Retirees,19471.0,2.0
709367433,33,F,1,Graduate,Single,NJ,91750,No,yes,yes,Cellular,Retirees,24410.0,3.0
709368483,43,M,0,Graduate,Single,TX,91750,No,no,no,Cellular,Retirees,57805.0,3.0
709372608,51,M,0,Graduate,Single,MO,91750,No,yes,no,Cellular,Retirees,103164.0,3.0
709373883,54,M,3,Doctorate,Single,FL,91750,No,yes,no,Cellular,Retirees,199733.0,1.0
709375158,49,M,1,Graduate,Married,FL,91750,No,no,no,Cellular,Businessman,41660.0,3.0
709376508,62,F,2,Graduate,Married,FL,91750,No,no,no,Cellular,Businessman,16402.0,3.0
709379283,57,F,0,Doctorate,Married,CA,91750,No,no,no,Unknown,Selfemployeed,14975.0,3.0
709380333,55,F,1,Post-Graduate,Married,TX,91750,No,no,no,Cellular,Selfemployeed,14975.0,1.0
709381383,45,F,3,Post-Graduate,Married,CA,91750,No,no,no,Cellular,Businessman,43175.0,3.0
709382958,56,F,4,Post-Graduate,Single,TX,91750,No,yes,no,Cellular,Selfemployeed,111178.0,1.0
709383933,41,M,0,Post-Graduate,Single,NY,91750,Yes,yes,no,Cellular,Selfemployeed,111178.0,1.0
709385133,41,M,4,Graduate,Married,FL,91750,No,yes,no,Cellular,Businessman,72341.0,2.0
709388058,45,M,3,Graduate,Single,FL,91750,No,no,no,Cellular,Govt,72341.0,2.0
709389558,41,M,3,Uneducated,Single,NY,91750,No,yes,no,Unknown,Govt,72341.0,3.0
709397508,53,F,4,High School,Married,FL,91750,No,no,no,Unknown,Govt,222514.0,1.0
709398708,49,F,1,High School,Single,TX,91750,No,no,no,Cellular,Businessman,226745.0,1.0
709399908,52,M,2,High School,Single,FL,91750,No,no,no,Cellular,Businessman,194461.0,1.0
709405758,47,F,2,High School,Single,NY,91750,No,no,no,Cellular,Selfemployeed,19322.0,2.0
709406733,50,M,3,Graduate,Single,NY,91750,No,no,no,Unknown,Selfemployeed,127601.0,2.0
709407933,30,M,1,High School,Single,NY,91750,No,no,yes,Cellular,Govt,92226.0,2.0
709408983,52,M,1,High School,Single,TX,91750,No,yes,no,Cellular,Businessman,92226.0,3.0
709410033,56,F,3,Graduate,Married,CA,91010,No,yes,no,Cellular,Businessman,190928.0,1.0
709411383,41,F,3,Graduate,Single,CA,91750,No,no,no,Cellular,Businessman,104397.0,1.0
709413933,50,F,3,Graduate,Single,CO,91750,No,no,no,Cellular,Businessman,104397.0,3.0
709415583,38,M,2,Unknown,Single,CA,91750,Yes,no,yes,Cellular,Businessman,104397.0,3.0
709418508,49,M,2,High School,Married,NY,91750,Yes,yes,no,Unknown,Businessman,104397.0,2.0
709422183,49,F,4,Uneducated,Married,FL,91750,No,yes,no,Unknown,Businessman,15736.0,3.0
709423158,45,F,4,Uneducated,Married,CA,91750,No,no,no,Cellular,Businessman,39143.0,2.0
709426608,60,F,0,Graduate,Married,TX,91750,No,yes,no,Unknown,Businessman,25163.0,3.0
709429533,47,F,4,Doctorate,Married,TX,91750,No,yes,yes,Cellular,Businessman,20658.0,3.0
709430508,38,F,1,Post-Graduate,Single,CA,91750,No,yes,yes,Cellular,Businessman,81810.0,2.0
709432833,50,M,1,Post-Graduate,Single,TX,91750,No,no,no,Cellular,Selfemployeed,81810.0,2.0
709434408,56,M,2,High School,Married,CA,91750,No,no,no,Unknown,Govt,114195.0,2.0
709435533,49,F,4,Unknown,Single,TX,91750,No,no,no,Unknown,Govt,13302.0,2.0
709436883,53,M,3,Uneducated,Married,FL,91750,No,yes,no,Cellular,Selfemployeed,77576.0,3.0
709443633,63,M,0,High School,Married,VA,91750,No,yes,no,Cellular,Retirees,77576.0,3.0
709444983,42,F,4,Graduate,Single,NJ,91750,No,yes,no,Cellular,Retirees,14548.0,3.0
709446783,38,F,2,Graduate,Married,NY,91750,No,yes,no,Cellular,Selfemployeed,35917.0,3.0
709447908,45,F,2,Post-Graduate,Married,FL,91750,No,yes,no,Cellular,Retirees,35917.0,3.0
709449333,62,F,0,Doctorate,Married,NJ,91750,No,no,no,Cellular,Businessman,50156.0,3.0
709451508,48,F,4,Graduate,Single,NY,91750,Yes,yes,no,Cellular,Selfemployeed,8250.0,3.0
709452633,50,F,2,Graduate,Married,FL,91750,Yes,yes,no,Cellular,Selfemployeed,54352.0,3.0
709453833,44,M,3,Graduate,Married,FL,91750,Yes,no,no,Unknown,Selfemployeed,54352.0,3.0
709455108,60,F,0,High School,Single,FL,91750,No,no,no,Unknown,Selfemployeed,41798.0,2.0
709459608,39,M,3,High School,Single,TX,91750,No,yes,no,Cellular,Govt,27469.0,3.0
709460883,44,F,3,Graduate,Married,NY,91750,No,no,no,Cellular,Businessman,27469.0,1.0
709465758,43,F,3,Doctorate,Married,NY,91750,No,no,yes,Cellular,Selfemployeed,2565.0,1.0
709467183,42,M,3,Uneducated,Married,TX,91750,No,no,yes,Cellular,Selfemployeed,15052.0,2.0
709468683,56,F,3,Uneducated,Unknown,MN,91750,No,yes,no,Unknown,Retirees,15052.0,1.0
709469658,42,M,3,Uneducated,Single,MA,91750,No,no,no,Cellular,Govt,58888.0,2.0
709470858,38,F,3,Unknown,Single,NY,91750,Yes,no,no,Cellular,Govt,12527.0,2.0
709473708,59,M,0,Unknown,Single,TX,91750,Yes,no,no,Cellular,Selfemployeed,114417.0,3.0
709474683,35,M,3,High School,Single,FL,91750,Yes,yes,no,Cellular,Govt,114417.0,2.0
709476033,40,M,3,Unknown,Married,NY,91750,No,no,no,Cellular,Govt,157062.0,2.0
709477233,43,F,3,Graduate,Married,FL,91750,No,yes,no,Cellular,Businessman,34598.0,2.0
709479558,44,F,1,Graduate,Unknown,TX,91750,No,yes,no,Unknown,Selfemployeed,34598.0,2.0
709482633,46,M,3,Graduate,Married,CA,91750,Yes,yes,no,Unknown,Retirees,98786.0,2.0
709485033,37,F,3,Unknown,Married,FL,91750,No,yes,no,Unknown,Selfemployeed,67052.0,2.0
709486158,35,M,1,Unknown,Married,NJ,91750,No,no,no,Unknown,Selfemployeed,67052.0,2.0
709487058,29,F,1,High School,Married,NY,91750,No,no,no,Unknown,Selfemployeed,41050.0,2.0
709488108,53,F,2,High School,Married,FL,91750,No,yes,no,Unknown,Selfemployeed,16788.0,2.0
709493283,51,F,3,Graduate,Single,FL,91750,No,no,no,Unknown,Selfemployeed,11346.0,2.0
709494483,42,F,3,Unknown,Single,NY,91750,No,yes,no,Cellular,Selfemployeed,114022.0,2.0
709495833,54,F,2,High School,Married,TX,91750,Yes,no,no,Cellular,Selfemployeed,114022.0,3.0
709497108,40,M,2,Graduate,Married,CA,91750,Yes,yes,no,Cellular,Govt,114022.0,3.0
709500183,29,F,2,Unknown,Married,FL,91750,Yes,no,no,Cellular,Govt,21202.0,2.0
709501683,50,F,2,Post-Graduate,Single,CA,91750,Yes,no,no,Cellular,Govt,24431.0,2.0
709505808,63,F,0,Unknown,Married,NY,91750,No,no,yes,Cellular,Govt,18462.0,2.0
709513458,57,F,2,Uneducated,Single,FL,91750,No,yes,no,Cellular,Selfemployeed,35570.0,2.0
709514433,53,M,3,High School,Married,TX,91750,No,no,yes,Cellular,Businessman,127012.0,3.0
709516458,49,F,3,Graduate,Married,FL,91750,No,yes,no,Cellular,Businessman,84042.0,2.0
709518858,48,M,3,Uneducated,Married,NY,91750,No,yes,no,Unknown,Businessman,84042.0,2.0
709520058,47,F,2,Graduate,Married,TX,91750,No,no,no,Cellular,Govt,20395.0,2.0
709523508,45,M,2,High School,Married,NY,91750,No,yes,yes,Cellular,Govt,80243.0,3.0
709528308,29,F,0,Graduate,Married,CA,91750,No,yes,no,Cellular,Selfemployeed,17580.0,2.0
709530408,55,M,2,Graduate,Married,NJ,91750,No,yes,no,Cellular,Govt,109942.0,2.0
709531908,47,F,5,Unknown,Married,CA,91750,No,no,no,Cellular,Govt,23138.0,2.0
709534083,39,F,2,Graduate,Married,FL,91750,No,yes,yes,Cellular,Selfemployeed,16967.0,3.0
709536483,45,F,2,Graduate,Married,CA,91750,No,no,no,Unknown,Selfemployeed,19938.0,3.0
709537683,44,F,4,Unknown,Married,CA,91750,Yes,no,no,Unknown,Selfemployeed,1250.0,3.0
709541433,61,F,1,Unknown,Married,CA,91750,No,yes,no,Cellular,Selfemployeed,78976.0,2.0
709545333,45,F,4,Graduate,Married,AR,85260,No,no,no,Unknown,Govt,78976.0,2.0
709546608,43,M,2,Graduate,Married,CA,91750,No,no,no,Cellular,Govt,78976.0,3.0
709547658,48,F,5,Graduate,Married,NY,91750,Yes,no,no,Cellular,Selfemployeed,2565.0,3.0
709548783,53,F,2,Doctorate,Married,NY,91750,No,yes,no,Cellular,Selfemployeed,21500.0,3.0
709550958,65,M,0,Doctorate,Married,FL,91750,No,yes,no,Cellular,Selfemployeed,14975.0,2.0
709554483,40,F,1,High School,Married,NJ,91750,No,no,no,Cellular,Selfemployeed,14975.0,2.0
709556208,50,M,1,High School,Married,NJ,91750,No,no,no,Cellular,Selfemployeed,105206.0,2.0
709558608,62,M,1,High School,Single,NY,91750,No,no,no,Cellular,Govt,23994.0,3.0
709560258,26,M,0,Graduate,Single,NJ,91750,No,no,no,Cellular,Govt,23994.0,3.0
709562358,59,M,0,High School,Single,NY,91750,No,no,no,Cellular,Selfemployeed,21594.0,2.0
709563258,51,F,2,Unknown,Married,TX,91750,No,no,no,Telephone,Selfemployeed,21594.0,2.0
709564683,44,F,3,Unknown,Married,CA,91750,No,yes,yes,Cellular,Selfemployeed,2565.0,2.0
709566408,45,M,4,Unknown,Married,CA,91750,Yes,no,no,Cellular,Govt,119115.0,2.0
709567758,44,F,4,Post-Graduate,Married,CA,91750,No,yes,yes,Cellular,Govt,36490.0,2.0
709571958,49,M,0,Unknown,Married,FL,91750,No,no,no,Cellular,Govt,66923.0,3.0
709573533,39,M,2,Uneducated,Married,CA,91750,No,no,no,Cellular,Govt,66923.0,3.0
709575858,52,M,2,Graduate,Married,TX,91750,No,yes,no,Cellular,Retirees,66923.0,3.0
709578258,55,F,1,Graduate,Married,NJ,91750,No,no,no,Cellular,Businessman,162342.0,3.0
709579383,39,F,4,Unknown,Single,CA,91750,No,yes,no,Cellular,Businessman,12487.0,3.0
709581483,35,F,3,Graduate,Single,TX,91750,Yes,yes,no,Unknown,Businessman,26315.0,3.0
709583133,45,F,3,Graduate,Single,NY,91750,Yes,yes,no,Unknown,Selfemployeed,14975.0,2.0
709584483,42,F,4,High School,Married,TX,91750,Yes,yes,no,Unknown,Retirees,16153.0,2.0
709585758,37,M,4,Uneducated,Married,FL,91750,No,yes,no,Cellular,Retirees,47348.0,2.0
709587783,42,M,3,Uneducated,Married,NY,91750,No,no,no,Cellular,Retirees,48157.0,3.0
709589208,52,F,3,Graduate,Single,TX,91750,No,no,yes,Cellular,Retirees,167572.0,3.0
709591533,49,F,3,Graduate,Single,NY,91750,No,no,no,Cellular,Retirees,37733.0,2.0
709592808,57,M,4,Graduate,Single,TX,91750,No,yes,no,Cellular,Businessman,72070.0,2.0
709596783,44,M,2,Graduate,Married,TX,91750,Yes,yes,no,Cellular,Govt,72070.0,2.0
709597983,34,F,3,High School,Single,CA,91750,Yes,no,no,Cellular,Govt,72070.0,3.0
709603608,54,M,2,Uneducated,Married,FL,91750,Yes,yes,no,Cellular,Govt,72070.0,3.0
709604958,65,F,0,Unknown,Single,NY,91750,No,yes,no,Cellular,Govt,37823.0,3.0
709606158,51,M,4,High School,Married,NY,91750,No,no,no,Cellular,Govt,82839.0,2.0
709607733,48,M,5,High School,Married,IL,91750,No,no,no,Cellular,Govt,56172.0,2.0
709608708,47,M,5,Unknown,Single,CA,91750,No,yes,no,Cellular,Govt,118954.0,3.0
709610283,48,M,4,Unknown,Single,NY,91750,No,yes,no,Cellular,Govt,67985.0,3.0
709611183,53,M,4,Graduate,Single,TX,91750,No,yes,no,Cellular,Govt,195667.0,3.0
709612983,48,F,1,Unknown,Single,CA,91750,No,yes,no,Cellular,Selfemployeed,195667.0,2.0
709614333,60,M,1,Unknown,Married,TX,91750,No,no,yes,Cellular,Selfemployeed,195667.0,2.0
709615458,41,M,2,Uneducated,Married,NY,91750,No,yes,no,Cellular,Selfemployeed,195667.0,2.0
709616958,51,F,2,Post-Graduate,Married,UT,91750,Yes,yes,no,Cellular,Govt,115362.0,2.0
709618308,44,F,2,Uneducated,Married,TX,91750,Yes,yes,no,Cellular,Govt,115362.0,2.0
709619433,39,M,4,Uneducated,Married,CA,91750,Yes,no,no,Telephone,Govt,115362.0,3.0
709621008,45,M,3,Graduate,Single,CA,91750,Yes,no,yes,Cellular,Selfemployeed,51333.0,3.0
709623483,56,F,3,Unknown,Single,TX,91750,Yes,no,no,Cellular,Selfemployeed,11202.0,3.0
709624533,60,F,1,Graduate,Single,NJ,91750,Yes,no,no,Unknown,Selfemployeed,71328.0,3.0
709625733,63,M,1,Graduate,Single,CA,91750,No,no,no,Cellular,Selfemployeed,71328.0,2.0
709626858,50,M,1,High School,Single,FL,91750,No,no,no,Cellular,Selfemployeed,54124.0,3.0
709627983,36,M,3,Uneducated,Married,FL,91750,No,no,no,Cellular,Selfemployeed,65361.0,2.0
709632483,45,M,3,Uneducated,Married,FL,91750,No,no,no,Cellular,Businessman,32490.0,2.0
709633533,54,F,1,Graduate,Married,CA,91750,No,no,no,Cellular,Businessman,32490.0,2.0
709635858,40,F,4,Graduate,Married,NY,91750,No,yes,no,Telephone,Selfemployeed,10384.0,2.0
709638783,53,F,2,Graduate,Married,CA,91750,No,yes,no,Cellular,Retirees,48948.0,2.0
709641933,45,M,4,Graduate,Married,WA,91750,No,no,no,Cellular,Businessman,65704.0,2.0
709646433,54,M,4,Unknown,Married,CA,91750,No,yes,no,Cellular,Businessman,24826.0,2.0
709649958,57,F,3,Unknown,Unknown,CA,91750,No,yes,no,Cellular,Retirees,24826.0,2.0
709657533,43,M,3,Graduate,Married,CA,91750,No,no,no,Cellular,Govt,112593.0,2.0
709660233,58,M,1,Graduate,Single,TX,91750,No,yes,no,Cellular,Businessman,19094.0,2.0
709662708,48,F,5,Graduate,Single,NY,91750,Yes,yes,no,Cellular,Govt,19094.0,2.0
709663608,55,F,2,Graduate,Single,NY,91750,Yes,yes,yes,Unknown,Govt,49497.0,2.0
709664658,63,M,0,Unknown,Single,TX,91750,Yes,no,no,Cellular,Govt,49497.0,3.0
709665783,39,M,3,Doctorate,Single,FL,91750,Yes,no,no,Cellular,Selfemployeed,78836.0,2.0
709666908,38,M,3,High School,Single,NJ,91750,No,no,no,Cellular,Govt,73510.0,2.0
709668408,34,M,2,Graduate,Single,CA,91750,No,yes,no,Cellular,Govt,97284.0,2.0
709669533,41,M,4,Graduate,Married,NY,91750,No,no,yes,Cellular,Govt,10019.0,2.0
709671708,54,M,1,High School,Married,TX,91750,No,no,no,Cellular,Govt,10019.0,2.0
709674333,48,F,4,High School,Married,NY,91750,Yes,no,no,Cellular,Selfemployeed,55866.0,2.0
709678608,59,F,1,High School,Single,NY,91750,No,yes,no,Cellular,Businessman,55866.0,2.0
709679658,37,M,4,High School,Single,NY,91750,No,no,no,Cellular,Businessman,80933.0,2.0
709682658,56,F,4,Graduate,Married,NY,91750,Yes,no,no,Cellular,Selfemployeed,12584.0,2.0
709683633,51,F,3,Unknown,Married,CA,91750,Yes,no,no,Cellular,Selfemployeed,33499.0,2.0
709688883,45,F,4,Unknown,Married,FL,91750,Yes,no,no,Unknown,Retirees,22969.0,2.0
709690158,41,F,4,Unknown,Single,FL,91750,Yes,no,no,Unknown,Selfemployeed,14884.0,2.0
709693833,42,F,3,High School,Single,TX,91750,Yes,yes,no,Telephone,Govt,28104.0,3.0
709695333,47,F,3,High School,Married,CA,91750,No,no,yes,Cellular,Selfemployeed,39032.0,2.0
709700058,44,M,4,Unknown,Married,NY,91750,Yes,no,no,Cellular,Selfemployeed,63135.0,3.0
709701558,46,F,3,Unknown,Unknown,CA,91750,No,no,no,Cellular,Selfemployeed,14567.0,2.0
709703433,30,F,1,Graduate,Single,TX,91750,No,no,no,Cellular,Retirees,24317.0,2.0
709707033,54,F,0,Post-Graduate,Single,NJ,91750,Yes,no,no,Cellular,Retirees,24317.0,2.0
709708233,44,F,4,Uneducated,Single,TX,91750,Yes,yes,no,Cellular,Selfemployeed,24317.0,3.0
709709283,40,F,2,Uneducated,Single,CA,91750,No,yes,no,Cellular,Selfemployeed,24317.0,2.0
709710783,41,F,2,Graduate,Single,CA,91750,No,no,no,Cellular,Selfemployeed,31967.0,3.0
709711758,54,F,1,Graduate,Single,FL,91750,No,yes,no,Cellular,Selfemployeed,17144.0,2.0
709713033,65,F,0,Graduate,Single,NY,91750,No,no,no,Unknown,Selfemployeed,14975.0,2.0
709714008,46,F,2,Unknown,Married,FL,91750,No,no,no,Unknown,Retirees,25686.0,3.0
709716258,49,M,4,Uneducated,Married,CA,91750,No,no,no,Unknown,Retirees,16225.0,3.0
709718058,43,M,5,High School,Married,FL,91750,No,no,yes,Cellular,Govt,72630.0,3.0
709719333,35,M,2,High School,Married,TX,91750,Yes,no,no,Cellular,Govt,80777.0,3.0
709722858,59,M,0,High School,Married,TX,91750,No,no,no,Cellular,Govt,114711.0,2.0
709726158,38,M,2,Uneducated,Single,TX,91750,No,yes,no,Cellular,Govt,95473.0,2.0
709728183,42,F,2,Graduate,Married,FL,91750,No,no,no,Cellular,Govt,59289.0,3.0
709729533,32,F,0,Graduate,Single,CA,91750,No,yes,no,Cellular,Businessman,22876.0,3.0
709730508,44,M,5,Doctorate,Single,TX,91750,No,yes,no,Cellular,Selfemployeed,62968.0,2.0
709732608,41,M,3,Graduate,Single,NY,91750,No,yes,no,Cellular,Selfemployeed,62968.0,3.0
709735008,47,F,2,Graduate,Married,TX,91750,No,no,yes,Cellular,Selfemployeed,62968.0,3.0
709736658,46,M,2,Graduate,Married,NV,91750,No,yes,no,Cellular,Businessman,62968.0,3.0
709738008,39,M,1,Graduate,Married,NY,91750,No,yes,no,Unknown,Businessman,90756.0,2.0
709739283,58,F,0,Graduate,Married,CA,91750,No,yes,yes,Cellular,Businessman,41334.0,2.0
709741608,43,M,3,Unknown,Married,CA,91750,No,yes,yes,Cellular,Govt,41334.0,2.0
709742958,55,F,3,Uneducated,Single,TX,91750,No,no,no,Cellular,Govt,36899.0,2.0
709745508,58,F,3,High School,Married,NY,91750,No,yes,no,Cellular,Govt,75538.0,3.0
709747308,56,M,3,High School,Married,FL,91750,No,yes,no,Cellular,Businessman,75538.0,3.0
709749483,34,M,1,Graduate,Married,FL,91750,No,no,no,Cellular,Businessman,69584.0,3.0
709752183,55,F,2,Graduate,Married,VA,91750,No,no,yes,Cellular,Selfemployeed,12715.0,3.0
709757583,29,F,0,Uneducated,Single,NY,91750,No,no,no,Telephone,Selfemployeed,71313.0,3.0
709759908,39,M,3,Uneducated,Married,CA,91750,No,yes,yes,Telephone,Govt,71313.0,2.0
709762008,57,M,3,Unknown,Married,FL,91750,Yes,yes,no,Cellular,Retirees,71313.0,2.0
709762908,43,M,3,Unknown,Married,NY,91750,Yes,no,no,Cellular,Retirees,89096.0,2.0
709764483,37,M,3,Post-Graduate,Married,TX,91750,No,yes,no,Cellular,Retirees,48436.0,2.0
709766808,48,M,2,High School,Married,NY,91750,No,no,no,Cellular,Govt,42746.0,2.0
709769283,53,F,1,High School,Married,FL,91750,No,no,no,Cellular,Govt,52252.0,2.0
709770408,55,M,3,Graduate,Married,FL,91750,Yes,yes,no,Telephone,Businessman,115855.0,2.0
709774608,44,F,2,Graduate,Single,CA,91750,Yes,yes,no,Telephone,Businessman,37668.0,2.0
709779258,35,F,2,Unknown,Married,TX,91750,Yes,yes,no,Telephone,Govt,49630.0,2.0
709780158,39,M,3,High School,Single,CA,91750,Yes,yes,no,Cellular,Govt,98960.0,3.0
709781208,42,M,1,High School,Single,TX,91750,Yes,no,no,Cellular,Retirees,98960.0,2.0
709783908,56,F,1,High School,Single,CA,91750,No,no,no,Unknown,Retirees,18581.0,3.0
709785783,26,M,0,Unknown,Single,NY,91750,No,yes,yes,Unknown,Selfemployeed,48600.0,3.0
709787733,44,M,4,Unknown,Single,NY,91750,Yes,no,no,Cellular,Selfemployeed,48600.0,3.0
709788783,52,M,0,Unknown,Married,TX,91750,Yes,no,no,Cellular,Govt,92593.0,3.0
709790058,47,M,4,Graduate,Married,FL,91750,Yes,yes,no,Cellular,Govt,88788.0,3.0
709791333,52,M,3,Graduate,Married,NY,91750,Yes,no,no,Cellular,Selfemployeed,14975.0,3.0
709793133,47,F,3,Uneducated,Single,TX,91750,Yes,yes,yes,Cellular,Selfemployeed,14975.0,2.0
709794333,47,F,4,Unknown,Single,FL,91750,Yes,yes,yes,Cellular,Selfemployeed,14975.0,1.0
709798908,53,F,1,Unknown,Married,CA,91750,Yes,no,no,Cellular,Retirees,32977.0,3.0
709802208,48,F,3,Uneducated,Single,NJ,91750,Yes,no,no,Cellular,Retirees,32977.0,2.0
709803258,43,F,0,High School,Married,NY,91750,No,no,no,Unknown,Retirees,212509.0,1.0
709804533,50,F,4,High School,Married,TX,91750,No,no,no,Cellular,Retirees,212509.0,1.0
709807383,45,F,2,Unknown,Married,FL,91750,Yes,no,no,Cellular,Businessman,212509.0,3.0
709810458,44,F,3,Graduate,Married,NY,91750,Yes,yes,no,Unknown,Retirees,54920.0,2.0
709813008,41,M,2,Graduate,Married,CA,91750,No,no,yes,Cellular,Retirees,65986.0,1.0
709814883,43,F,2,Graduate,Single,CA,90025,Yes,yes,no,Unknown,Businessman,215862.0,3.0
709816158,47,F,3,Graduate,Single,CA,91750,No,no,no,Cellular,Businessman,42191.0,1.0
709820658,45,M,2,Unknown,Single,TX,91750,No,yes,no,Cellular,Govt,42191.0,1.0
709822008,63,M,1,Graduate,Single,NY,91750,No,no,no,Cellular,Govt,57565.0,2.0
709823733,41,M,3,Uneducated,Single,TX,91750,No,yes,no,Cellular,Retirees,91871.0,2.0
709824633,57,M,2,Uneducated,Married,NY,91750,No,yes,yes,Cellular,Retirees,91871.0,3.0
709826058,53,F,2,Uneducated,Married,CA,91750,No,yes,no,Unknown,Retirees,16146.0,1.0
709827933,30,M,1,Unknown,Single,NJ,91750,No,no,no,Cellular,Retirees,39969.0,1.0
709830783,43,F,5,Unknown,Single,TX,91750,No,no,no,Cellular,Retirees,48357.0,1.0
709831983,45,F,5,Unknown,Single,NY,91750,No,yes,no,Cellular,Businessman,204723.0,2.0
709836258,50,M,3,Uneducated,Single,FL,91750,No,yes,no,Telephone,Businessman,94176.0,3.0
709837308,45,F,2,Graduate,Married,NJ,91750,Yes,no,no,Cellular,Businessman,43234.0,1.0
709838508,47,M,1,Unknown,Married,FL,91750,No,no,no,Telephone,Businessman,102039.0,3.0
709839858,29,F,2,Uneducated,Single,NJ,91750,No,no,no,Unknown,Selfemployeed,14975.0,3.0
709841433,39,F,2,Uneducated,Single,CA,91750,Yes,yes,no,Cellular,Selfemployeed,14975.0,3.0
709850508,42,F,3,Unknown,Single,NJ,91750,No,yes,no,Cellular,Selfemployeed,14975.0,3.0
709852908,39,F,3,Unknown,Married,NV,91750,No,no,no,Unknown,Selfemployeed,14975.0,3.0
709854483,62,F,0,Unknown,Single,TX,91750,Yes,yes,yes,Unknown,Selfemployeed,27552.0,2.0
709855608,61,F,0,Unknown,Married,CA,91750,Yes,yes,no,Cellular,Selfemployeed,6550.0,2.0
709857033,29,M,1,Uneducated,Married,TX,91750,No,no,no,Cellular,Selfemployeed,51868.0,1.0
709858533,41,F,4,Uneducated,Unknown,NY,91750,No,yes,no,Cellular,Selfemployeed,25627.0,2.0
709861008,43,M,3,Graduate,Unknown,FL,91750,No,no,no,Cellular,Businessman,114799.0,3.0
